seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
26010,2016,4022,Jimmer Fredette,NA,SG,26,5,NBA,NYK,2,5,1,25,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,1,0,0,0,NA,0,0
26011,2016,4023,Jimmy Butler,NA,SG,26,5,NBA,CHI,67,2474,0.454,12,0.802,0.313,0.12,0.131,0.236,0.198,0.489,0.673,0.363,0.36,0.385,0.312,0.441,0.719,0.071,69,0.176,0.361,6,1
26012,2016,3763,Joakim Noah,NA,C,30,9,NBA,CHI,29,635,0.383,2.9,0.992,0.737,0.195,0.015,0.045,0.008,0.386,0.439,0.192,0.5,0.333,0,0.588,NA,0.075,9,0,NA,0,0
26013,2016,3886,Jodie Meeks,NA,SG,28,7,NBA,DET,3,43,0.35,15.6,0.55,0.15,0.15,0.15,0.1,0.45,0.273,0.333,0,0.667,0,0.444,1,0.5,0,0,0.222,0,0,0
26014,2016,4260,Joe Harris,NA,SG,24,2,NBA,CLE,5,15,0.25,25,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.25,NA,1,0,0,0.25,1,0,0
26015,2016,4261,Joe Ingles,NA,SF,28,2,NBA,UTA,81,1241,0.426,20.1,0.278,0.12,0.031,0.017,0.11,0.722,0.531,0.743,0.333,0.8,0.313,0.386,0.372,0.901,0.007,2,0.367,0.494,1,0
26016,2016,3327,Joe Johnson,NA,SF,34,15,NBA,TOT,81,2703,0.439,15.5,0.636,0.075,0.246,0.156,0.159,0.364,0.471,0.594,0.474,0.507,0.372,0.383,0.206,0.892,0,0,0.339,0.415,3,0
26017,2016,3327,Joe Johnson,NA,SF,34,15,NBA,BRK,57,1934,0.406,16,0.623,0.063,0.232,0.156,0.173,0.377,0.427,0.579,0.426,0.474,0.333,0.371,0.241,0.906,0,0,0.279,0.422,2,0
26018,2016,3327,Joe Johnson,NA,SF,34,15,NBA,MIA,24,769,0.518,14.2,0.665,0.104,0.279,0.155,0.127,0.335,0.569,0.615,0.571,0.59,0.5,0.417,0.147,0.857,0,0,0.5,0.405,1,0
26019,2016,4331,Joe Young,NA,PG,23,1,NBA,IND,41,384,0.367,14.7,0.728,0.207,0.136,0.071,0.32,0.272,0.423,0.571,0.304,0.333,0.389,0.217,0.173,0.7,0.03,4,0.196,0.222,0,0
26020,2016,3764,Joel Anthony,NA,C,33,9,NBA,DET,19,96,0.6,4.4,1,0.5,0.2,0.3,0,0,0.6,0.8,0,0.667,NA,NA,0.667,NA,0.2,2,NA,NA,0,0
26021,2016,4262,Joffrey Lauvergne,NA,C,24,2,NBA,DEN,59,1041,0.513,8.4,0.861,0.405,0.247,0.053,0.155,0.139,0.557,0.643,0.489,0.35,0.508,0.245,0.714,0.923,0.116,37,0.377,0.2,0,0
26022,2016,4098,John Henson,NA,C,25,4,NBA,MIL,57,960,0.564,3.3,0.997,0.536,0.405,0.041,0.014,0.003,0.566,0.647,0.475,0.583,0,0,0.756,NA,0.12,30,0,NA,0,0
26023,2016,4099,John Jenkins,NA,SG,24,4,NBA,TOT,43,480,0.444,15.6,0.681,0.169,0.119,0.056,0.338,0.319,0.505,0.704,0.368,0.333,0.481,0.314,0.6,0.875,0,0,0.294,0.467,0,0
26024,2016,4099,John Jenkins,NA,SG,24,4,NBA,DAL,21,193,0.414,15.4,0.729,0.129,0.157,0.071,0.371,0.271,0.51,0.778,0.455,0.4,0.462,0.158,0.615,1,0,0,0.263,0.2,0,0
26025,2016,4099,John Jenkins,NA,SG,24,4,NBA,PHO,22,287,0.467,15.7,0.644,0.2,0.089,0.044,0.311,0.356,0.5,0.667,0.25,0.25,0.5,0.406,0.586,0.846,0,0,0.313,0.6,0,0
26026,2016,3951,John Wall,NA,PG,25,6,NBA,WAS,77,2784,0.424,13.7,0.757,0.29,0.064,0.094,0.31,0.243,0.448,0.598,0.302,0.37,0.359,0.351,0.188,0.67,0.032,40,0.116,0.368,2,0
26027,2016,4263,Johnny O'Bryant,NA,PF,22,2,NBA,MIL,66,857,0.411,9.3,0.995,0.344,0.177,0.096,0.378,0.005,0.409,0.472,0.351,0.2,0.43,1,0.729,1,0.053,10,1,1,0,0
26028,2016,4024,Jon Leuer,NA,PF,26,5,NBA,PHO,67,1255,0.481,11.3,0.764,0.305,0.18,0.137,0.142,0.236,0.511,0.725,0.345,0.422,0.348,0.382,0.604,1,0.088,38,0.145,0.188,1,0
26029,2016,3888,Jonas Jerebko,NA,PF,28,6,NBA,BOS,78,1176,0.413,13,0.622,0.343,0.136,0.035,0.108,0.378,0.421,0.531,0.308,0.3,0.258,0.398,0.693,1,0.035,8,0.343,0.405,1,0
26030,2016,4100,Jonas Valančiūnas,NA,C,23,4,NBA,TOR,60,1557,0.565,4.2,1,0.543,0.312,0.084,0.062,0,0.565,0.646,0.473,0.489,0.424,NA,0.611,NA,0.112,53,NA,NA,0,0
26031,2016,4332,Jonathon Simmons,NA,SG,26,1,NBA,SAS,55,813,0.504,8.4,0.806,0.479,0.194,0.054,0.074,0.194,0.533,0.664,0.34,0.385,0.333,0.383,0.558,1,0.124,26,0.447,0.524,2,0
26032,2016,4264,Jordan Adams,NA,SG,21,2,NBA,MEM,2,15,0.333,10.8,0.833,0.333,0,0.5,0,0.167,0.4,0.5,NA,0.333,NA,0,0.5,NA,0,0,0,NA,0,0
26033,2016,4265,Jordan Clarkson,NA,SG,23,2,NBA,LAL,79,2552,0.433,12.6,0.709,0.261,0.195,0.106,0.149,0.291,0.468,0.54,0.477,0.379,0.384,0.347,0.305,0.757,0.026,23,0.191,0.295,2,0
26034,2016,3679,Jordan Farmar,NA,PG,29,9,NBA,MEM,12,291,0.42,15.8,0.55,0.2,0.1,0.09,0.16,0.45,0.473,0.55,0.3,0.333,0.563,0.356,0.192,0.438,0,0,0.244,0.364,0,0
26035,2016,4025,Jordan Hamilton,NA,SF,25,5,NBA,NOP,11,304,0.422,14,0.612,0.293,0.121,0.086,0.112,0.388,0.507,0.647,0.357,0.3,0.462,0.289,0.389,0.769,0.017,2,0.156,0.143,0,0
26036,2016,3890,Jordan Hill,NA,C,28,7,NBA,IND,73,1513,0.506,8,0.998,0.332,0.281,0.148,0.237,0.002,0.507,0.659,0.474,0.506,0.338,0,0.561,NA,0.067,35,1,0,0,0
26037,2016,4333,Jordan McRae,NA,PG,24,1,NBA,TOT,22,195,0.436,12.2,0.718,0.295,0.141,0.179,0.103,0.282,0.429,0.609,0.182,0.429,0.25,0.455,0.208,0.5,0.026,2,0.227,0.4,0,0
26038,2016,4333,Jordan McRae,NA,PG,24,1,NBA,PHO,7,82,0.423,14.6,0.577,0.308,0.038,0.115,0.115,0.423,0.533,0.625,0,0.667,0.333,0.273,0.25,0.667,0.077,2,0.273,0.333,0,0
26039,2016,4333,Jordan McRae,NA,PG,24,1,NBA,CLE,15,113,0.442,11,0.788,0.288,0.192,0.212,0.096,0.212,0.39,0.6,0.2,0.364,0.2,0.636,0.188,0.429,0,0,0.182,0.5,0,0
26040,2016,4334,Jordan Mickey,NA,PF,21,1,NBA,BOS,16,57,0.364,3.7,1,0.682,0.136,0.091,0.091,0,0.364,0.467,0,0.5,0,NA,0.5,NA,0.136,2,NA,NA,0,0
26041,2016,4175,Jorge Gutiérrez,NA,PG,27,3,NBA,CHO,12,63,0.545,12.5,0.818,0.273,0.091,0.091,0.364,0.182,0.667,1,1,0,0.5,0,0.167,NA,0,0,0.5,0,0,0
26042,2016,4335,Josh Huestis,NA,PF,24,1,NBA,OKC,5,55,0.417,17.4,0.5,0.083,0.167,0.083,0.167,0.5,0.167,1,0,0,0,0.667,1,1,0.083,1,0.333,0.5,0,0
26043,2016,3765,Josh McRoberts,NA,PF,28,9,NBA,MIA,42,595,0.372,13.4,0.669,0.264,0.176,0.088,0.142,0.331,0.434,0.564,0.423,0.154,0.381,0.245,0.581,1,0.061,8,0.082,0.25,1,0
26044,2016,4336,Josh Richardson,NA,SG,22,1,NBA,MIA,52,1107,0.452,14.9,0.577,0.228,0.107,0.11,0.132,0.423,0.446,0.613,0.31,0.267,0.417,0.461,0.414,0.962,0.055,14,0.348,0.55,0,0
26045,2016,3535,Josh Smith,NA,PF,30,12,NBA,TOT,55,880,0.364,13.6,0.59,0.238,0.229,0.04,0.083,0.41,0.417,0.627,0.3,0.214,0.241,0.287,0.605,0.951,0.049,14,0.133,0.263,2,0
26046,2016,3535,Josh Smith,NA,PF,30,12,NBA,LAC,32,459,0.383,12.3,0.678,0.283,0.233,0.05,0.111,0.322,0.418,0.608,0.333,0.111,0.25,0.31,0.627,0.944,0.078,11,0.069,0.5,1,0
26047,2016,3535,Josh Smith,NA,PF,30,12,NBA,HOU,23,421,0.343,15.1,0.497,0.189,0.225,0.03,0.053,0.503,0.417,0.656,0.263,0.4,0.222,0.271,0.571,0.957,0.018,3,0.176,0.2,1,0
26048,2016,3614,José Calderón,NA,PG,34,11,NBA,NYK,72,2024,0.459,18.4,0.554,0.099,0.029,0.114,0.312,0.446,0.496,0.644,0.538,0.404,0.479,0.414,0.304,0.869,0,0,0.133,0.481,0,0
26049,2016,3891,Jrue Holiday,NA,PG,25,7,NBA,NOP,65,1831,0.439,12.3,0.723,0.29,0.164,0.149,0.121,0.277,0.478,0.576,0.418,0.446,0.363,0.336,0.207,0.517,0.011,10,0.127,0.212,2,1
26050,2016,4266,Julius Randle,NA,PF,21,2,NBA,LAL,81,2286,0.429,6.7,0.957,0.474,0.248,0.079,0.156,0.043,0.436,0.568,0.362,0.227,0.254,0.278,0.451,0.7,0.077,60,0.111,0,0,0
26051,2016,4337,Justin Anderson,NA,SF,22,1,NBA,DAL,55,647,0.406,14.9,0.526,0.251,0.097,0.063,0.114,0.474,0.533,0.773,0.235,0.455,0.3,0.265,0.449,0.909,0.097,17,0.41,0.294,0,0
26052,2016,4031,Justin Harper,NA,PF,26,2,NBA,DET,5,35,0.4,24.5,0.1,0,0,0,0.1,0.9,0,NA,NA,NA,0,0.444,NA,1,0,0,0,NA,0,0
26053,2016,4102,Justin Holiday,NA,SG,26,3,NBA,TOT,53,773,0.386,14.9,0.539,0.263,0.088,0.061,0.127,0.461,0.423,0.483,0.25,0.214,0.517,0.343,0.692,0.972,0.053,12,0.362,0.368,0,0
26054,2016,4102,Justin Holiday,NA,SG,26,3,NBA,ATL,26,263,0.329,16.4,0.384,0.233,0.068,0.027,0.055,0.616,0.5,0.471,0.4,0.5,0.75,0.222,0.786,1,0.055,4,0.578,0.231,0,0
26055,2016,4102,Justin Holiday,NA,SG,26,3,NBA,CHI,27,510,0.413,14.2,0.613,0.277,0.097,0.077,0.161,0.387,0.4,0.488,0.2,0.167,0.48,0.433,0.658,0.962,0.052,8,0.2,0.667,0,0
26056,2016,4338,Justise Winslow,NA,SF,19,1,NBA,MIA,78,2232,0.422,10.5,0.749,0.392,0.175,0.039,0.145,0.251,0.471,0.575,0.383,0.278,0.358,0.276,0.589,0.969,0.045,19,0.716,0.277,2,0
26057,2016,4267,Jusuf Nurkić,NA,C,21,2,NBA,DEN,32,547,0.417,4.5,0.988,0.483,0.397,0.041,0.066,0.012,0.423,0.496,0.344,0.3,0.438,0,0.743,NA,0.045,11,0,NA,0,0
26058,2016,4268,K.J. McDaniels,NA,SF,22,2,NBA,HOU,37,235,0.403,11,0.653,0.403,0.139,0.056,0.056,0.347,0.468,0.552,0.4,0.25,0.25,0.28,0.545,0.857,0.153,10,0.36,0.333,0,0
26059,2016,4339,Karl-Anthony Towns,NA,C,20,1,NBA,MIN,82,2627,0.542,9.8,0.924,0.342,0.211,0.091,0.279,0.076,0.559,0.701,0.465,0.41,0.506,0.341,0.667,0.9,0.069,72,0.102,0.222,1,0
26060,2016,4032,Kawhi Leonard,NA,SF,24,5,NBA,SAS,72,2380,0.506,13.3,0.733,0.207,0.148,0.201,0.178,0.267,0.528,0.73,0.472,0.498,0.376,0.443,0.45,0.86,0.061,64,0.22,0.484,0,0
26061,2016,4340,Keith Appling,NA,PG,23,1,NBA,ORL,5,27,0.25,14.9,0.625,0.25,0,0.125,0.25,0.375,0.4,1,NA,0,0,0,0,NA,0,0,0.667,0,0,0
26062,2016,4177,Kelly Olynyk,NA,C,24,3,NBA,BOS,69,1395,0.455,12.8,0.622,0.356,0.113,0.056,0.097,0.378,0.486,0.657,0.238,0.323,0.241,0.405,0.619,0.953,0.018,10,0.11,0.609,0,0
26063,2016,4341,Kelly Oubre Jr.,NA,SF,20,1,NBA,WAS,63,671,0.427,11.6,0.626,0.417,0.142,0.024,0.043,0.374,0.492,0.591,0.333,0.6,0,0.316,0.523,1,0.109,19,0.291,0.304,1,0
26064,2016,4034,Kemba Walker,NA,PG,25,5,NBA,CHO,81,2885,0.427,14.8,0.632,0.25,0.092,0.091,0.2,0.368,0.459,0.598,0.336,0.38,0.376,0.371,0.189,0.599,0,0,0.106,0.404,4,1
26065,2016,4103,Kendall Marshall,NA,PG,24,4,NBA,PHI,30,400,0.364,16.4,0.585,0.169,0.127,0.119,0.169,0.415,0.391,0.55,0.267,0.429,0.3,0.327,0.296,0.875,0,0,0.224,0.364,1,0
26066,2016,3458,Kendrick Perkins,NA,C,31,13,NBA,NOP,37,542,0.533,6.3,1,0.347,0.453,0.067,0.133,0,0.533,0.654,0.529,0.2,0.4,NA,0.85,NA,0.027,2,NA,NA,0,0
26067,2016,4035,Kenneth Faried,NA,PF,26,5,NBA,DEN,67,1694,0.558,3.5,0.997,0.645,0.251,0.045,0.056,0.003,0.558,0.634,0.452,0.321,0.343,0.5,0.684,1,0.166,96,0.5,1,1,0
26068,2016,4104,Kent Bazemore,NA,SF,26,4,NBA,ATL,75,2083,0.441,12.7,0.579,0.39,0.08,0.026,0.083,0.421,0.502,0.594,0.276,0.368,0.333,0.357,0.536,0.927,0.029,15,0.384,0.41,1,0
26069,2016,4178,Kentavious Caldwell-Pope,NA,SG,22,3,NBA,DET,76,2789,0.42,14.8,0.616,0.228,0.116,0.107,0.166,0.384,0.489,0.639,0.333,0.476,0.396,0.309,0.481,0.842,0.027,23,0.266,0.378,5,0
26070,2016,3770,Kevin Durant,NA,SF,27,9,NBA,OKC,72,2578,0.505,14.6,0.652,0.212,0.098,0.182,0.161,0.348,0.569,0.737,0.437,0.542,0.455,0.387,0.518,0.64,0.081,106,0.037,0.389,0,0
26071,2016,2936,Kevin Garnett,NA,PF,39,21,NBA,MIN,38,556,0.47,13.6,0.991,0.157,0.122,0.139,0.574,0.009,0.474,0.667,0.5,0.313,0.455,0,0.944,NA,0.017,1,1,0,0,0
26072,2016,3830,Kevin Love,NA,PF,27,8,NBA,CLE,77,2424,0.419,15.2,0.551,0.173,0.19,0.084,0.104,0.449,0.467,0.55,0.452,0.341,0.451,0.36,0.602,0.987,0.023,20,0.303,0.398,0,0
26073,2016,3537,Kevin Martin,NA,SG,32,12,NBA,TOT,55,1095,0.372,15.1,0.675,0.16,0.126,0.158,0.234,0.325,0.378,0.582,0.34,0.288,0.316,0.36,0.542,0.939,0.033,13,0.162,0.5,0,0
26074,2016,3537,Kevin Martin,NA,SG,32,12,NBA,MIN,39,834,0.377,15.2,0.692,0.153,0.123,0.156,0.26,0.308,0.381,0.608,0.341,0.308,0.31,0.369,0.557,0.947,0.039,12,0.146,0.467,0,0
26075,2016,3537,Kevin Martin,NA,SG,32,12,NBA,SAS,16,261,0.353,14.9,0.612,0.188,0.141,0.165,0.129,0.388,0.365,0.5,0.333,0.214,0.364,0.333,0.474,0.909,0.012,1,0.212,0.571,0,0
26076,2016,3953,Kevin Séraphin,NA,C,26,6,NBA,NYK,48,526,0.41,9.2,0.99,0.2,0.337,0.283,0.171,0.01,0.414,0.537,0.435,0.328,0.371,0,0.607,NA,0.044,7,0,NA,1,0
26077,2016,4342,Kevon Looney,NA,PF,19,1,NBA,GSW,5,21,0.571,12.1,0.714,0.286,0.143,0.286,0,0.286,0.6,1,0,0.5,NA,0.5,0.333,1,0.143,1,0,NA,0,0
26078,2016,4107,Khris Middleton,NA,SG,24,4,NBA,MIL,79,2852,0.444,15.2,0.684,0.146,0.123,0.189,0.226,0.316,0.466,0.635,0.397,0.44,0.415,0.396,0.415,0.888,0.02,22,0.224,0.432,2,0
26079,2016,3459,Kirk Hinrich,NA,PG,35,13,NBA,TOT,46,631,0.38,16.2,0.519,0.194,0.109,0.07,0.147,0.481,0.373,0.48,0.286,0,0.474,0.387,0.44,0.708,0,0,0.258,0.438,0,0
26080,2016,3459,Kirk Hinrich,NA,PG,35,13,NBA,CHI,35,555,0.398,16.3,0.525,0.186,0.119,0.059,0.161,0.475,0.387,0.5,0.286,0,0.474,0.411,0.417,0.696,0,0,0.25,0.429,0,0
26081,2016,3459,Kirk Hinrich,NA,PG,35,13,NBA,ATL,11,76,0.182,15.5,0.455,0.273,0,0.182,0,0.545,0.2,0.333,NA,0,NA,0.167,1,1,0,0,0.333,0.5,0,0
26082,2016,4036,Klay Thompson,NA,SG,25,5,NBA,GSW,80,2666,0.47,16.5,0.531,0.182,0.082,0.131,0.138,0.469,0.51,0.687,0.336,0.423,0.455,0.425,0.725,0.92,0.013,15,0.246,0.419,4,0
26083,2016,3000,Kobe Bryant,NA,SF,37,20,NBA,LAL,66,1863,0.358,17.3,0.58,0.093,0.102,0.173,0.213,0.42,0.41,0.644,0.398,0.411,0.312,0.285,0.328,0.692,0.004,5,0.126,0.322,1,0
26084,2016,3831,Kosta Koufos,NA,C,26,8,NBA,SAC,78,1482,0.532,4.4,1,0.376,0.541,0.077,0.005,0,0.532,0.695,0.45,0.324,0,NA,0.742,NA,0.063,27,NA,NA,0,0
26085,2016,4270,Kostas Papanikolaou,NA,SF,25,2,NBA,DEN,26,294,0.364,15.7,0.515,0.288,0.061,0.076,0.091,0.485,0.412,0.579,0,0.2,0.333,0.313,0.571,0.9,0.015,1,0.25,0.25,1,0
26086,2016,3539,Kris Humphries,NA,PF,30,12,NBA,TOT,53,835,0.41,14.8,0.634,0.224,0.125,0.085,0.2,0.366,0.465,0.621,0.216,0.44,0.458,0.315,0.782,0.941,0.064,18,0.167,0.278,1,0
26087,2016,3539,Kris Humphries,NA,PF,30,12,NBA,WAS,28,466,0.405,15.7,0.576,0.222,0.101,0.076,0.177,0.424,0.451,0.629,0.125,0.333,0.464,0.343,0.756,0.913,0.051,7,0.164,0.273,1,0
26088,2016,3539,Kris Humphries,NA,PF,30,12,NBA,PHO,4,74,0.278,12.9,0.722,0.306,0.139,0.028,0.25,0.278,0.269,0.364,0,0,0.333,0.3,0.857,1,0.083,3,0.2,0.5,0,0
26089,2016,3539,Kris Humphries,NA,PF,30,12,NBA,ATL,21,295,0.465,14.1,0.693,0.198,0.158,0.119,0.218,0.307,0.557,0.75,0.375,0.583,0.5,0.258,0.795,1,0.079,8,0.161,0.2,0,0
26090,2016,4343,Kristaps Porziņģis,NA,PF,20,1,NBA,NYK,72,2047,0.421,13.2,0.726,0.216,0.184,0.167,0.159,0.274,0.454,0.576,0.356,0.405,0.454,0.333,0.586,0.988,0.064,52,0.099,0.292,1,0
26091,2016,4271,Kyle Anderson,NA,SF,22,2,NBA,SAS,78,1245,0.468,11.5,0.875,0.217,0.2,0.251,0.21,0.125,0.488,0.609,0.373,0.5,0.452,0.324,0.484,1,0.034,9,0.865,0.375,0,0
26092,2016,3461,Kyle Korver,NA,SG,34,13,NBA,ATL,80,2401,0.435,20.7,0.356,0.058,0.021,0.054,0.222,0.644,0.502,0.639,0.308,0.576,0.467,0.398,0.864,0.975,0.002,1,0.224,0.449,0,0
26093,2016,3685,Kyle Lowry,NA,PG,29,10,NBA,TOR,77,2851,0.427,15.6,0.543,0.216,0.141,0.07,0.117,0.457,0.461,0.602,0.355,0.357,0.386,0.388,0.17,0.684,0,0,0.101,0.491,2,1
26094,2016,4110,Kyle O'Quinn,NA,PF,25,4,NBA,NYK,65,764,0.476,10.6,0.919,0.299,0.166,0.151,0.303,0.081,0.498,0.63,0.378,0.488,0.439,0.227,0.637,0.6,0.026,7,0.136,0,0,0
26095,2016,4111,Kyle Singler,NA,SF,27,4,NBA,OKC,68,977,0.389,14.1,0.561,0.213,0.204,0.068,0.077,0.439,0.452,0.553,0.4,0.533,0.235,0.309,0.732,1,0.018,4,0.598,0.293,1,0
26096,2016,4037,Kyrie Irving,NA,PG,23,5,NBA,CLE,53,1667,0.448,13.2,0.702,0.243,0.164,0.131,0.166,0.298,0.502,0.584,0.403,0.504,0.473,0.321,0.206,0.595,0.001,1,0.218,0.386,0,0
26097,2016,3686,LaMarcus Aldridge,NA,PF,30,10,NBA,SAS,74,2261,0.513,10,0.985,0.279,0.191,0.211,0.303,0.015,0.521,0.733,0.465,0.427,0.426,0,0.66,NA,0.047,47,0.5,0,0,0
26098,2016,4344,Lamar Patterson,NA,SG,24,1,NBA,ATL,35,395,0.35,17.3,0.388,0.25,0.025,0.05,0.063,0.613,0.516,0.65,0.5,0.25,0.2,0.245,0.75,0.917,0,0,0.265,0.385,0,0
26099,2016,3954,Lance Stephenson,NA,SF,25,6,NBA,TOT,69,1372,0.481,10.1,0.835,0.386,0.154,0.101,0.194,0.165,0.5,0.661,0.315,0.396,0.38,0.385,0.253,0.733,0.027,11,0.321,0.28,1,0
26100,2016,3954,Lance Stephenson,NA,SF,25,6,NBA,LAC,43,680,0.494,12.3,0.717,0.367,0.078,0.084,0.187,0.283,0.529,0.705,0.308,0.357,0.355,0.404,0.27,0.789,0.036,5,0.447,0.333,1,0
26101,2016,3954,Lance Stephenson,NA,SF,25,6,NBA,MEM,26,692,0.474,8.9,0.899,0.396,0.195,0.11,0.198,0.101,0.487,0.639,0.317,0.412,0.393,0.355,0.244,0.636,0.023,6,0.129,0,0,0
26102,2016,4038,Lance Thomas,NA,PF,27,5,NBA,NYK,59,1313,0.442,13.4,0.715,0.217,0.183,0.105,0.209,0.285,0.458,0.578,0.357,0.45,0.425,0.404,0.592,0.909,0.026,10,0.541,0.39,1,0
26103,2016,4272,Langston Galloway,NA,PG,24,2,NBA,NYK,82,2033,0.393,15.4,0.619,0.235,0.097,0.06,0.228,0.381,0.423,0.58,0.421,0.371,0.276,0.344,0.468,0.844,0.003,2,0.263,0.475,6,0
26104,2016,4345,Larry Nance Jr.,NA,PF,23,1,NBA,LAL,63,1266,0.527,8.1,0.967,0.463,0.15,0.097,0.257,0.033,0.541,0.683,0.467,0.345,0.403,0.1,0.739,1,0.197,53,0.5,0.2,2,0
26105,2016,4039,Lavoy Allen,NA,PF,26,5,NBA,IND,79,1599,0.516,7.6,1,0.381,0.273,0.103,0.243,0,0.516,0.709,0.446,0.289,0.389,NA,0.691,NA,0.081,28,NA,NA,0,0
26106,2016,3462,LeBron James,NA,SF,31,13,NBA,CLE,76,2709,0.52,9.6,0.801,0.459,0.119,0.093,0.129,0.199,0.573,0.722,0.361,0.348,0.404,0.309,0.378,0.598,0.083,111,0.117,0.273,0,0
26107,2016,3463,Leandro Barbosa,NA,SG,33,13,NBA,GSW,68,1079,0.462,11.8,0.703,0.368,0.127,0.073,0.132,0.297,0.508,0.632,0.255,0.296,0.531,0.355,0.682,0.974,0.003,1,0.309,0.5,1,0
26108,2016,4179,Lorenzo Brown,NA,PG,25,3,NBA,PHO,8,61,0.32,15.8,0.68,0.2,0.08,0.16,0.24,0.32,0.412,0.6,0.5,0.25,0.333,0.125,0.286,1,0,0,0,NA,1,0
26109,2016,3688,Lou Amundson,NA,PF,33,10,NBA,NYK,29,204,0.358,4.8,1,0.566,0.226,0.113,0.094,0,0.358,0.533,0.167,0,0.2,NA,0.632,NA,0.038,2,NA,NA,0,0
26110,2016,3619,Lou Williams,NA,SG,29,11,NBA,LAL,67,1907,0.408,16.3,0.538,0.153,0.126,0.121,0.14,0.462,0.464,0.594,0.437,0.345,0.443,0.344,0.295,0.655,0.009,4,0.259,0.361,1,0
26111,2016,3833,Luc Mbah a Moute,NA,PF,29,8,NBA,LAC,75,1274,0.454,8.2,0.807,0.536,0.116,0.029,0.126,0.193,0.485,0.541,0.458,0,0.385,0.325,0.901,1,0.063,10,0.9,0.333,0,0
26112,2016,4274,Lucas Nogueira,NA,C,23,2,NBA,TOR,29,225,0.636,3.1,0.932,0.818,0.068,0.023,0.023,0.068,0.659,0.722,0.333,0,0,0.333,0.963,1,0.409,17,0,NA,0,0
26113,2016,4346,Luis Montero,NA,SG,22,1,NBA,POR,12,42,0.263,18.3,0.526,0.211,0.105,0,0.211,0.474,0.4,0.5,0,NA,0.5,0.111,0.25,0,0,0,0.111,0,1,0
26114,2016,3774,Luis Scola,NA,PF,35,9,NBA,TOR,76,1636,0.45,11.6,0.731,0.268,0.249,0.074,0.14,0.269,0.467,0.613,0.403,0.341,0.369,0.404,0.603,0.985,0.002,1,0.497,0.475,0,0
26115,2016,3959,Luke Babbitt,NA,SF,26,6,NBA,NOP,47,845,0.422,12.9,0.623,0.218,0.263,0.104,0.038,0.377,0.433,0.429,0.447,0.4,0.455,0.404,0.538,0.955,0.01,3,0.22,0.292,0,0
26116,2016,3543,Luol Deng,NA,PF,30,12,NBA,MIA,74,2394,0.455,13,0.656,0.305,0.136,0.059,0.16,0.344,0.513,0.67,0.446,0.205,0.378,0.344,0.622,1,0.035,26,0.539,0.362,1,0
26117,2016,3401,Manu Ginóbili,NA,SG,38,14,NBA,SAS,58,1134,0.453,13.9,0.589,0.278,0.138,0.087,0.085,0.411,0.496,0.537,0.45,0.395,0.541,0.391,0.543,0.914,0.005,2,0.128,0.522,1,0
26118,2016,3835,Marc Gasol,NA,C,31,8,NBA,MEM,52,1791,0.464,10.2,0.996,0.164,0.328,0.24,0.263,0.004,0.463,0.595,0.448,0.424,0.435,0.667,0.69,1,0.031,19,0.333,0,0,0
26119,2016,4347,Marcelo Huertas,NA,PG,32,1,NBA,LAL,53,869,0.422,13,0.735,0.187,0.283,0.157,0.109,0.265,0.479,0.605,0.477,0.389,0.4,0.262,0.284,0.813,0,0,0.131,0.125,6,0
26120,2016,3775,Marcin Gortat,NA,C,31,9,NBA,WAS,75,2256,0.567,5.3,0.999,0.452,0.313,0.195,0.039,0.001,0.567,0.704,0.49,0.403,0.433,0,0.794,NA,0.067,48,0,NA,0,0
26121,2016,3776,Marco Belinelli,NA,SG,29,9,NBA,SAC,68,1672,0.386,19.7,0.532,0.068,0.052,0.066,0.346,0.468,0.456,0.767,0.303,0.405,0.427,0.306,0.805,0.912,0.008,5,0.152,0.4,5,0
26122,2016,4043,Marcus Morris,NA,SF,26,5,NBA,DET,80,2856,0.434,15,0.685,0.158,0.106,0.213,0.211,0.315,0.467,0.671,0.34,0.383,0.457,0.362,0.348,0.926,0.016,15,0.285,0.329,2,0
26123,2016,4275,Marcus Smart,NA,PG,21,2,NBA,BOS,61,1667,0.348,14.4,0.544,0.291,0.146,0.053,0.055,0.456,0.427,0.513,0.312,0.393,0.31,0.253,0.39,0.738,0.013,5,0.245,0.203,4,0
26124,2016,3894,Marcus Thornton,NA,SG,28,7,NBA,TOT,61,1109,0.399,16.4,0.502,0.192,0.116,0.079,0.113,0.498,0.46,0.587,0.333,0.419,0.41,0.337,0.424,0.857,0,0,0.211,0.386,4,0
